ship date;tracking;state;zip;custom weight;weight;zone;I;J;shipper;;;;;;
2016/1/25;1Z091YW70395844033;CA;95212;0;0;3;Fuel Surcharge;0.47;M T L International;;;;;;
2016/1/25;1Z091YW70395844033;CA;95212;0;0;3;Third Party Billing Service;0.24;M T L International;;;;;;
2016/1/25;1Z091YW70390069416;OH;44408;16;27;8;Ground Commercial Third Party;19.36;M T L International;;;;;;
2016/1/25;1Z091YW70390069416;OH;44408;0;0;8;Fuel Surcharge;1.01;M T L International;;;;;;
2016/1/25;1Z091YW70390069416;OH;44408;0;0;8;Third Party Billing Service;0.51;M T L International;;;;;;
2016/1/25;1Z091YW70390069416;OH;44408;0;0;8;Ground Commercial Third Party;0;M T L International;;;;;;
2016/1/25;1Z091YW70390002835;FL;33611;24;40;8;Ground Residential Third Party;26.72;M T L International;;;;;;
2016/1/25;1Z091YW70390002835;FL;33611;0;0;8;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/25;1Z091YW70390002835;FL;33611;0;0;8;Fuel Surcharge;1.51;M T L International;;;;;;
2016/1/25;1Z091YW70390002835;FL;33611;0;0;8;Third Party Billing Service;0.76;M T L International;;;;;;
2016/1/25;1Z091YW70390002835;FL;33611;0;0;8;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/25;1Z091YW70397639074;TX;79905;6;15;5;Ground Residential Third Party;8.12;M T L International;;;;;;
2016/1/25;1Z091YW70397639074;TX;79905;0;0;5;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/25;1Z091YW70397639074;TX;79905;0;0;5;Fuel Surcharge;0.54;M T L International;;;;;;
2016/1/25;1Z091YW70397639074;TX;79905;0;0;5;Third Party Billing Service;0.27;M T L International;;;;;;
2016/1/25;1Z091YW70397639074;TX;79905;0;0;5;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/25;1Z091YW70395118069;NE;69149;24;40;6;Ground Residential Third Party;19.59;M T L International;;;;;;
2016/1/25;1Z091YW70395118069;NE;69149;0;0;6;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/25;1Z091YW70395118069;NE;69149;0;0;6;Delivery Area Surcharge - Extended;4;M T L International;;;;;;
2016/1/25;1Z091YW70395118069;NE;69149;0;0;6;Fuel Surcharge;1.35;M T L International;;;;;;
2016/1/25;1Z091YW70395118069;NE;69149;0;0;6;Third Party Billing Service;0.68;M T L International;;;;;;
2016/1/25;1Z091YW70395118069;NE;69149;0;0;6;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/25;1Z091YW70395471114;TX;75633;16;27;6;Ground Residential Third Party;14.55;M T L International;;;;;;
2016/1/25;1Z091YW70395471114;TX;75633;0;0;6;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/25;1Z091YW70395471114;TX;75633;0;0;6;Delivery Area Surcharge - Extended;4;M T L International;;;;;;
2016/1/25;1Z091YW70395471114;TX;75633;0;0;6;Fuel Surcharge;1.08;M T L International;;;;;;
2016/1/25;1Z091YW70395471114;TX;75633;0;0;6;Third Party Billing Service;0.54;M T L International;;;;;;
2016/1/25;1Z091YW70395471114;TX;75633;0;0;6;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/25;1Z091YW70399891001;ID;83856;16;27;5;Ground Residential Third Party;11.6;M T L International;;;;;;
2016/1/25;1Z091YW70399891001;ID;83856;0;0;5;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/25;1Z091YW70399891001;ID;83856;0;0;5;Delivery Area Surcharge - Extended;4;M T L International;;;;;;
2016/1/25;1Z091YW70399891001;ID;83856;0;0;5;Fuel Surcharge;0.93;M T L International;;;;;;
2016/1/25;1Z091YW70399891001;ID;83856;0;0;5;Third Party Billing Service;0.47;M T L International;;;;;;
2016/1/25;1Z091YW70399891001;ID;83856;0;0;5;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/26;1Z091YW70398080059;CA;95054;5;12;3;Ground Commercial Third Party;6.94;M T L International;;;;;;
2016/1/26;1Z091YW70398080059;CA;95054;0;0;3;Fuel Surcharge;0.36;M T L International;;;;;;
2016/1/26;1Z091YW70398080059;CA;95054;0;0;3;Third Party Billing Service;0.18;M T L International;;;;;;
2016/1/26;1Z091YW70398080059;CA;95054;0;0;3;Ground Commercial Third Party;0;M T L International;;;;;;
2016/1/26;1Z091YW70398915086;TX;76665;17;30;6;Ground Residential Third Party;16.07;M T L International;;;;;;
2016/1/26;1Z091YW70398915086;TX;76665;0;0;6;Residential Surcharge;2.11;M T L International;;;;;;
2016/1/26;1Z091YW70398915086;TX;76665;0;0;6;Delivery Area Surcharge - Extended;4;M T L International;;;;;;
2016/1/26;1Z091YW70398915086;TX;76665;0;0;6;Fuel Surcharge;1.16;M T L International;;;;;;
2016/1/26;1Z091YW70398915086;TX;76665;0;0;6;Third Party Billing Service;0.58;M T L International;;;;;;
2016/1/26;1Z091YW70398915086;TX;76665;0;0;6;Ground Residential Third Party;0;M T L International;;;;;;
2016/1/26;1Z091YW70397217690;AZ;85066;16;27;4;Ground Commercial Third Party;9.42;M T L International;;;;;;
2016/1/26;1Z091YW70397217690;AZ;85066;0;0;4;Fuel Surcharge;0.49;M T L International;;;;;;
2016/1/26;1Z091YW70397217690;AZ;85066;0;0;4;Third Party Billing Service;0.25;M T L International;;;;;;
2016/1/26;1Z091YW70397217690;AZ;85066;0;0;4;Ground Commercial Third Party;0;M T L International;;;;;;
2016/1/27;1Z091YW70398574329;AZ;85021;16;27;4;Ground Commercial Third Party;9.42;M T L International;;;;;;
2016/1/27;1Z091YW70398574329;AZ;85021;0;0;4;Fuel Surcharge;0.49;M T L International;;;;;;
2016/1/27;1Z091YW70398574329;AZ;85021;0;0;4;Third Party Billing Service;0.25;M T L International;;;;;;
2016/1/27;1Z091YW70398574329;AZ;85021;0;0;4;Ground Commercial Third Party;0;M T L International;;;;;;
2016/1/25;1Z091YW79094126611;IN;47452;51;60;7;Returns Ground;25.8;M T L International;720 S Rochester Ave;Ste B;ONTARIO;CA;91761;US
2016/1/25;1Z091YW79094126611;IN;47452;0;0;7;Returns Print Label;0.5;M T L International;720 S Rochester Ave;Ste B;ONTARIO;CA;91761;US
2016/1/25;1Z091YW79094126611;IN;47452;0;0;7;Returns Fuel Surcharge;1.35;M T L International;720 S Rochester Ave;Ste B;ONTARIO;CA;91761;US
2016/1/19;1Z091YW70397482484;CA;91761;0;6;6;Ground Return to Sender Third Party;6.94;M T L International;;;;;;
2016/1/19;1Z091YW70397482484;CA;91761;0;0;6;Return To Sender - Web Request;12.9;M T L International;;;;;;
2016/1/19;1Z091YW70397482484;CA;91761;0;0;6;Fuel Surcharge;0.37;M T L International;;;;;;
2016/1/19;1Z091YW70397482484;CA;91761;0;0;6;Third Party Billing Service;0.51;M T L International;;;;;;
2016/1/25;1Z091YW70398595637;CA;91761;0;40;5;Ground Return to Sender Third Party;14.91;M T L International;;;;;;
2016/1/25;1Z091YW70398595637;CA;91761;0;0;5;Return To Sender - Web Request;12.9;M T L International;;;;;;
2016/1/25;1Z091YW70398595637;CA;91761;0;0;5;Fuel Surcharge;0.78;M T L International;;;;;;
