ship date;tracking;state;zip;custom weight;weight;zone;G;;I;;;J;shipper
2015/12/28;1Z091YW70394320958;NC;27360;0;0;8;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392203972;MS;39702;32;50;7;FRT;3;Ground Residential Third Party;0;18.43;27.63;M T L International
2015/12/28;1Z091YW70392203972;MS;39702;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392203972;MS;39702;0;0;7;FSC;FSC;Fuel Surcharge;49.31;1.03;1.56;M T L International
2015/12/28;1Z091YW70392203972;MS;39702;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70397000986;TX;75975;16;30;6;FRT;3;Ground Residential Third Party;0;8.33;13.59;M T L International
2015/12/28;1Z091YW70397000986;TX;75975;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70397000986;TX;75975;0;0;6;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70397000986;TX;75975;0;0;6;FSC;FSC;Fuel Surcharge;29.17;0.5;1.03;M T L International
2015/12/28;1Z091YW70397000986;TX;75975;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70398075592;TX;75939;16;30;6;FRT;3;Ground Residential Third Party;0;8.33;13.59;M T L International
2015/12/28;1Z091YW70398075592;TX;75939;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70398075592;TX;75939;0;0;6;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70398075592;TX;75939;0;0;6;FSC;FSC;Fuel Surcharge;29.17;0.5;1.03;M T L International
2015/12/28;1Z091YW70398075592;TX;75939;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70397065210;TX;76706;16;30;6;FRT;3;Ground Residential Third Party;0;8.33;13.59;M T L International
2015/12/28;1Z091YW70397065210;TX;76706;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70397065210;TX;76706;0;0;6;FSC;FSC;Fuel Surcharge;25.17;0.5;0.82;M T L International
2015/12/28;1Z091YW70397065210;TX;76706;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70391907179;ME;4472;8;8;8;FRT;3;Ground Residential Third Party;0;4.82;8.58;M T L International
2015/12/28;1Z091YW70391907179;ME;4472;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70391907179;ME;4472;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70391907179;ME;4472;0;0;8;FSC;FSC;Fuel Surcharge;20.65;0.31;0.77;M T L International
2015/12/28;1Z091YW70394085203;OR;97501;17;30;4;FRT;3;Ground Residential Third Party;0;6.67;10.9;M T L International
2015/12/28;1Z091YW70394085203;OR;97501;0;0;4;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394085203;OR;97501;0;0;4;FSC;FSC;Fuel Surcharge;20.82;0.41;0.68;M T L International
2015/12/28;1Z091YW70394085203;OR;97501;0;0;4;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394690666;MA;2748;16;29;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70394690666;MA;2748;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394690666;MA;2748;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70394690666;MA;2748;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393310710;CT;6248;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70393310710;CT;6248;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393310710;CT;6248;0;0;8;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70393310710;CT;6248;0;0;8;FSC;FSC;Fuel Surcharge;36.58;0.66;1.26;M T L International
2015/12/28;1Z091YW70393310710;CT;6248;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70391235761;VT;5146;16;29;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70391235761;VT;5146;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70391235761;VT;5146;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70391235761;VT;5146;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/28;1Z091YW70391235761;VT;5146;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394251112;FL;34608;16;29;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70394251112;FL;34608;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394251112;FL;34608;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70394251112;FL;34608;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393749597;ME;4920;16;28;8;FRT;3;Ground Commercial Third Party;0;12.07;18.11;M T L International
2015/12/28;1Z091YW70393749597;ME;4920;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393749597;ME;4920;0;0;8;ACC;LDC;Delivery Area Surcharge - Extended;0;0;2.3;M T L International
2015/12/28;1Z091YW70393749597;ME;4920;0;0;8;FSC;FSC;Fuel Surcharge;32.48;0.64;1.07;M T L International
2015/12/28;1Z091YW70393749597;ME;4920;0;0;8;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394957851;OR;97624;16;28;4;FRT;3;Ground Residential Third Party;0;5.67;9.24;M T L International
2015/12/28;1Z091YW70394957851;OR;97624;0;0;4;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394957851;OR;97624;0;0;4;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70394957851;OR;97624;0;0;4;FSC;FSC;Fuel Surcharge;22.16;0.36;0.8;M T L International
2015/12/28;1Z091YW70394957851;OR;97624;0;0;4;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70390541315;ME;4456;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70390541315;ME;4456;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70390541315;ME;4456;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70390541315;ME;4456;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/28;1Z091YW70390541315;ME;4456;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70392943744;ME;4345;16;29;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70392943744;ME;4345;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70392943744;ME;4345;0;0;8;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70392943744;ME;4345;0;0;8;FSC;FSC;Fuel Surcharge;36.58;0.66;1.26;M T L International
2015/12/28;1Z091YW70392943744;ME;4345;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70394126365;MO;64682;16;28;6;FRT;3;Ground Residential Third Party;0;8.33;13.59;M T L International
2015/12/28;1Z091YW70394126365;MO;64682;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70394126365;MO;64682;0;0;6;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70394126365;MO;64682;0;0;6;FSC;FSC;Fuel Surcharge;29.17;0.5;1.03;M T L International
2015/12/28;1Z091YW70394126365;MO;64682;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70397808882;MO;65706;7;7;6;FRT;3;Ground Residential Third Party;0;4.1;7.29;M T L International
2015/12/28;1Z091YW70397808882;MO;65706;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70397808882;MO;65706;0;0;6;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70397808882;MO;65706;0;0;6;FSC;FSC;Fuel Surcharge;18.64;0.28;0.7;M T L International
2015/12/28;1Z091YW70398157075;MS;39108;7;7;7;FRT;3;Ground Residential Third Party;0;4.35;7.75;M T L International
2015/12/28;1Z091YW70398157075;MS;39108;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70398157075;MS;39108;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70398157075;MS;39108;0;0;7;FSC;FSC;Fuel Surcharge;19.35;0.29;0.73;M T L International
2015/12/28;1Z091YW70396415496;IA;50702;7;7;7;FRT;3;Ground Commercial Third Party;0;4.6;7.5;M T L International
2015/12/28;1Z091YW70396415496;IA;50702;0;0;7;FSC;FSC;Fuel Surcharge;12.1;0.24;0.4;M T L International
2015/12/28;1Z091YW70395160905;TN;37659;7;7;8;FRT;3;Ground Residential Third Party;0;4.66;8.3;M T L International
2015/12/28;1Z091YW70395160905;TN;37659;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70395160905;TN;37659;0;0;8;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70395160905;TN;37659;0;0;8;FSC;FSC;Fuel Surcharge;19.36;0.31;0.71;M T L International
2015/12/28;1Z091YW70396010548;WI;54229;32;38;7;FRT;3;Ground Residential Third Party;0;14.62;21.95;M T L International
2015/12/28;1Z091YW70396010548;WI;54229;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70396010548;WI;54229;0;0;7;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/28;1Z091YW70396010548;WI;54229;0;0;7;FSC;FSC;Fuel Surcharge;42.97;0.83;1.43;M T L International
2015/12/28;1Z091YW70396010548;WI;54229;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70397409956;KY;42303;32;38;7;FRT;3;Ground Residential Third Party;0;14.62;21.95;M T L International
2015/12/28;1Z091YW70397409956;KY;42303;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70397409956;KY;42303;0;0;7;FSC;FSC;Fuel Surcharge;39.82;0.83;1.26;M T L International
2015/12/28;1Z091YW70397409956;KY;42303;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70399729008;MI;49221;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70399729008;MI;49221;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70399729008;MI;49221;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70399729008;MI;49221;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70393409776;ME;4330;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/28;1Z091YW70393409776;ME;4330;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393409776;ME;4330;0;0;8;FSC;FSC;Fuel Surcharge;33.43;0.66;1.1;M T L International
2015/12/28;1Z091YW70393409776;ME;4330;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70398949111;KS;67122;32;38;6;FRT;3;Ground Residential Third Party;0;12.49;18.72;M T L International
2015/12/28;1Z091YW70398949111;KS;67122;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70398949111;KS;67122;0;0;6;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70398949111;KS;67122;0;0;6;FSC;FSC;Fuel Surcharge;38.46;0.72;1.3;M T L International
2015/12/28;1Z091YW70398949111;KS;67122;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70399004120;RI;2860;20;20;8;FRT;3;Ground Commercial Third Party;0;9.92;14.88;M T L International
2015/12/28;1Z091YW70399004120;RI;2860;0;0;8;FSC;FSC;Fuel Surcharge;24.8;0.52;0.78;M T L International
2015/12/28;1Z091YW70393516418;OH;45162;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/28;1Z091YW70393516418;OH;45162;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70393516418;OH;45162;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/28;1Z091YW70393516418;OH;45162;0;0;8;FSC;FSC;Fuel Surcharge;42.73;0.77;1.47;M T L International
2015/12/28;1Z091YW70393516418;OH;45162;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/28;1Z091YW70396121179;NC;27573;51;60;8;FRT;3;Ground Residential Third Party;0;23.95;31.74;M T L International
2015/12/28;1Z091YW70396121179;NC;27573;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/28;1Z091YW70396121179;NC;27573;0;0;8;FSC;FSC;Fuel Surcharge;58.94;1.32;1.77;M T L International
2015/12/28;1Z091YW70396121179;NC;27573;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70395610642;CA;94561;17;30;4;FRT;3;Ground Residential Third Party;0;6.67;10.9;M T L International
2015/12/29;1Z091YW70395610642;CA;94561;0;0;4;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70395610642;CA;94561;0;0;4;FSC;FSC;Fuel Surcharge;20.82;0.41;0.68;M T L International
2015/12/29;1Z091YW70395610642;CA;94561;0;0;4;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70392033996;CA;95131;32;38;3;FRT;3;Ground Residential Third Party;0;7.35;11.02;M T L International
2015/12/29;1Z091YW70392033996;CA;95131;0;0;3;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70392033996;CA;95131;0;0;3;FSC;FSC;Fuel Surcharge;21.62;0.45;0.69;M T L International
2015/12/29;1Z091YW70392033996;CA;95131;0;0;3;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70391086888;MT;59484;17;30;5;FRT;3;Ground Commercial Third Party;0;8.32;12.48;M T L International
2015/12/29;1Z091YW70391086888;MT;59484;0;0;5;ACC;LDC;Delivery Area Surcharge - Extended;0;0;2.3;M T L International
2015/12/29;1Z091YW70391086888;MT;59484;0;0;5;FSC;FSC;Fuel Surcharge;23.1;0.44;0.77;M T L International
2015/12/29;1Z091YW70391086888;MT;59484;0;0;5;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70390552125;GA;30420;16;30;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/29;1Z091YW70390552125;GA;30420;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70390552125;GA;30420;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/29;1Z091YW70390552125;GA;30420;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/29;1Z091YW70390552125;GA;30420;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70393478175;GA;30450;16;28;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/29;1Z091YW70393478175;GA;30450;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70393478175;GA;30450;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/29;1Z091YW70393478175;GA;30450;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/29;1Z091YW70393478175;GA;30450;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70396402035;GA;31624;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/29;1Z091YW70396402035;GA;31624;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70396402035;GA;31624;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/29;1Z091YW70396402035;GA;31624;0;0;8;FSC;FSC;Fuel Surcharge;42.73;0.77;1.47;M T L International
2015/12/29;1Z091YW70396402035;GA;31624;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70394729839;OK;74134;25;40;6;FRT;3;Ground Residential Third Party;0;9.7;15.81;M T L International
2015/12/29;1Z091YW70394729839;OK;74134;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70394729839;OK;74134;0;0;6;FSC;FSC;Fuel Surcharge;28.76;0.57;0.94;M T L International
2015/12/29;1Z091YW70394729839;OK;74134;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70392504058;LA;70775;17;30;7;FRT;3;Ground Residential Third Party;0;11.44;18.66;M T L International
2015/12/29;1Z091YW70392504058;LA;70775;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70392504058;LA;70775;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/29;1Z091YW70392504058;LA;70775;0;0;7;FSC;FSC;Fuel Surcharge;37.35;0.66;1.3;M T L International
2015/12/29;1Z091YW70392504058;LA;70775;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70394211469;MD;21797;17;30;8;FRT;3;Ground Commercial Third Party;0;14.19;21.29;M T L International
2015/12/29;1Z091YW70394211469;MD;21797;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70394211469;MD;21797;0;0;8;ACC;RDC;Delivery Area Surcharge;0;0;2.3;M T L International
2015/12/29;1Z091YW70394211469;MD;21797;0;0;8;FSC;FSC;Fuel Surcharge;37.78;0.74;1.24;M T L International
2015/12/29;1Z091YW70394211469;MD;21797;0;0;8;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70393031076;OR;97031;17;30;5;FRT;3;Ground Commercial Third Party;0;8.32;12.48;M T L International
2015/12/29;1Z091YW70393031076;OR;97031;0;0;5;ACC;RDC;Delivery Area Surcharge;0;0;2.3;M T L International
2015/12/29;1Z091YW70393031076;OR;97031;0;0;5;FSC;FSC;Fuel Surcharge;23.1;0.44;0.77;M T L International
2015/12/29;1Z091YW70393031076;OR;97031;0;0;5;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70392582894;AL;36530;16;30;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/29;1Z091YW70392582894;AL;36530;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70392582894;AL;36530;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/29;1Z091YW70392582894;AL;36530;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/29;1Z091YW70392582894;AL;36530;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70392403103;MO;64873;16;30;6;FRT;3;Ground Residential Third Party;0;8.33;13.59;M T L International
2015/12/29;1Z091YW70392403103;MO;64873;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70392403103;MO;64873;0;0;6;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/29;1Z091YW70392403103;MO;64873;0;0;6;FSC;FSC;Fuel Surcharge;29.17;0.5;1.03;M T L International
2015/12/29;1Z091YW70392403103;MO;64873;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70392448931;PA;15089;16;26;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/29;1Z091YW70392448931;PA;15089;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70392448931;PA;15089;0;0;8;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/29;1Z091YW70392448931;PA;15089;0;0;8;FSC;FSC;Fuel Surcharge;36.58;0.66;1.26;M T L International
2015/12/29;1Z091YW70392448931;PA;15089;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70393507151;OH;43558;16;28;8;FRT;3;Ground Commercial Third Party;0;12.07;18.11;M T L International
2015/12/29;1Z091YW70393507151;OH;43558;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70393507151;OH;43558;0;0;8;ACC;RDC;Delivery Area Surcharge;0;0;2.3;M T L International
2015/12/29;1Z091YW70393507151;OH;43558;0;0;8;FSC;FSC;Fuel Surcharge;32.48;0.64;1.07;M T L International
2015/12/29;1Z091YW70393507151;OH;43558;0;0;8;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70394315982;OK;74133;15;19;6;FRT;3;Ground Residential Third Party;0;6.61;10.79;M T L International
2015/12/29;1Z091YW70394315982;OK;74133;0;0;6;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70394315982;OK;74133;0;0;6;FSC;FSC;Fuel Surcharge;20.65;0.41;0.67;M T L International
2015/12/29;1Z091YW70394315982;OK;74133;0;0;6;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70395118050;MI;48220;17;30;8;FRT;3;Ground Residential Third Party;0;13.48;22;M T L International
2015/12/29;1Z091YW70395118050;MI;48220;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70395118050;MI;48220;0;0;8;FSC;FSC;Fuel Surcharge;38.73;0.77;1.26;M T L International
2015/12/29;1Z091YW70395118050;MI;48220;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70397628264;IL;60432;16;30;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/29;1Z091YW70397628264;IL;60432;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70397628264;IL;60432;0;0;7;FSC;FSC;Fuel Surcharge;29.21;0.58;0.95;M T L International
2015/12/29;1Z091YW70397628264;IL;60432;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70396165275;MS;38930;16;28;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/29;1Z091YW70396165275;MS;38930;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70396165275;MS;38930;0;0;7;ACC;RDR;Delivery Area Surcharge;0;0;3.15;M T L International
2015/12/29;1Z091YW70396165275;MS;38930;0;0;7;FSC;FSC;Fuel Surcharge;32.36;0.58;1.12;M T L International
2015/12/29;1Z091YW70396165275;MS;38930;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70391711513;PA;17728;16;30;8;FRT;3;Ground Residential Third Party;0;11.47;18.71;M T L International
2015/12/29;1Z091YW70391711513;PA;17728;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70391711513;PA;17728;0;0;8;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/29;1Z091YW70391711513;PA;17728;0;0;8;FSC;FSC;Fuel Surcharge;37.43;0.66;1.31;M T L International
2015/12/29;1Z091YW70391711513;PA;17728;0;0;8;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70391005947;KY;42345;16;30;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/29;1Z091YW70391005947;KY;42345;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70391005947;KY;42345;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/29;1Z091YW70391005947;KY;42345;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/29;1Z091YW70391005947;KY;42345;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70391516565;MN;55371;16;28;7;FRT;3;Ground Residential Third Party;0;9.86;16.1;M T L International
2015/12/29;1Z091YW70391516565;MN;55371;0;0;7;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70391516565;MN;55371;0;0;7;ACC;LDR;Delivery Area Surcharge - Extended;0;0;4;M T L International
2015/12/29;1Z091YW70391516565;MN;55371;0;0;7;FSC;FSC;Fuel Surcharge;33.21;0.58;1.16;M T L International
2015/12/29;1Z091YW70391516565;MN;55371;0;0;7;INF;3;Ground Residential Third Party;0;0;0;M T L International
2015/12/29;1Z091YW70399673087;SC;29464;7;7;8;FRT;3;Ground Residential Third Party;0;4.66;8.3;M T L International
2015/12/29;1Z091YW70399673087;SC;29464;0;0;8;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/29;1Z091YW70399673087;SC;29464;0;0;8;FSC;FSC;Fuel Surcharge;16.21;0.3;0.55;M T L International
2015/12/29;1Z091YW70391264846;NM;88021;25;29;5;FRT;3;Ground Commercial Third Party;0;8.08;12.12;M T L International
2015/12/29;1Z091YW70391264846;NM;88021;0;0;5;ACC;RDC;Delivery Area Surcharge;0;0;2.3;M T L International
2015/12/29;1Z091YW70391264846;NM;88021;0;0;5;FSC;FSC;Fuel Surcharge;22.5;0.42;0.76;M T L International
2015/12/29;1Z091YW70391264846;NM;88021;0;0;5;INF;3;Ground Commercial Third Party;0;0;0;M T L International
2015/12/30;1Z091YW70392545273;NV;89032;17;30;3;FRT;3;Ground Residential Third Party;0;6.06;9.89;M T L International
2015/12/30;1Z091YW70392545273;NV;89032;0;0;3;ACC;RES;Residential Surcharge;0;1.14;2.11;M T L International
2015/12/30;1Z091YW70392545273;NV;89032;0;0;3;FSC;FSC;Fuel Surcharge;19.2;0.38;0.63;M T L International
2015/12/30;1Z091YW70392545273;NV;89032;0;0;3;INF;3;Ground Residential Third Party;0;0;0;M T L International
